scorer,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon,AVI_sub5_8m_spon
labeled-data/AVI_sub5_8m_spon/img0368.png,414.7966543785213,213.63335188147738,455.9290185713292,257.5701954510677,534.4544411212353,302.4418654795855,287.6602559643876,232.32988106002648,213.80896570911875,265.9836335814148,135.28354315921263,295.89808026709335
labeled-data/AVI_sub5_8m_spon/img0373.png,451.25488627669193,218.30748417611466,474.6255477498783,265.9836335814148,543.8027057105097,322.073221117062,324.11848786255825,222.98161647075193,233.44032134659528,251.02641023857552,167.06764276274606,280.9408569242541
labeled-data/AVI_sub5_8m_spon/img0382.png,460.6031508659665,219.2423106350421,480.234506503443,265.9836335814148,526.0410029908882,315.5294359045699,354.03293454823677,211.76369896362246,259.61546219656395,238.87366627251862,206.33035403769912,265.9836335814148
labeled-data/AVI_sub5_8m_spon/img0385.png,448.4504068999095,202.41543437434797,455.9290185713292,272.527418793907,458.7334979481115,303.376691938513,316.6398761911386,204.28508729220283,262.4199415733463,235.13436043680883,220.35275092161095,280.0060304653266
labeled-data/AVI_sub5_8m_spon/img0389.png,440.0369687695625,200.54578145649305,450.3200598177645,280.9408569242541,400.77425749460946,325.81252695277186,315.7050497322112,207.08956666898519,262.4199415733463,255.7005425332128,242.78858593586983,324.8777004938444
labeled-data/AVI_sub5_8m_spon/img0391.png,439.102142310635,202.41543437434797,441.9066216874174,283.74533630103645,403.57873687139175,320.20356819920715,315.7050497322112,207.08956666898519,259.61546219656395,263.1791542046324,247.4627182305071,317.39908882242474
labeled-data/AVI_sub5_8m_spon/img0392.png,431.6235306392154,200.54578145649305,447.5155804409821,287.48464213674623,398.90460457675454,320.20356819920715,308.22643806079157,210.82887250469503,260.55028865549144,262.244327745705,243.72341239479726,328.6170063295542
labeled-data/AVI_sub5_8m_spon/img0395.png,434.4280100159978,199.61095499756556,444.7111010641998,282.81050984210896,385.8170341517702,318.33391528135223,302.61747930722686,208.9592195868401,257.7458092787091,269.7229394171246,243.72341239479726,323.0080475759895
labeled-data/AVI_sub5_8m_spon/img0401.png,416.66630729637615,200.54578145649305,429.75387772136054,283.74533630103645,384.8822076928427,324.8777004938444,297.9433470125896,220.17713709396958,271.76820616262086,285.6149892188913,249.33237114836197,336.09561800097384
labeled-data/AVI_sub5_8m_spon/img0403.png,418.535960214231,204.28508729220283,427.88422480350556,282.81050984210896,387.68668706962507,326.7473534116993,297.9433470125896,225.78609584753428,271.76820616262086,286.5498156778188,254.00650344299925,333.2911386241915
labeled-data/AVI_sub5_8m_spon/img0414.png,410.122522083884,234.19953397788134,403.57873687139175,208.02439312791267,397.0349516588996,194.00199624400085,289.52990888224247,231.395054601099,276.44233845725813,283.74533630103645,265.2244209501287,314.5946094456424
labeled-data/AVI_sub5_8m_spon/img0416.png,410.122522083884,223.91644292967936,409.1876956249566,208.02439312791267,407.3180427071016,192.13234332614593,280.181644292968,226.72092230646172,273.6378590804758,290.2891215135286,273.6378590804758,324.8777004938444
labeled-data/AVI_sub5_8m_spon/img0419.png,388.62151352855255,196.8064756207832,424.14491896779583,228.59057522431664,444.7111010641998,247.28710440286574,290.46473534116996,221.111963552897,271.76820616262086,293.09360089031094,280.181644292968,333.2911386241915
labeled-data/AVI_sub5_8m_spon/img0422.png,397.9697781178271,205.21991375113032,430.68870418028797,298.7025596438757,452.18971273561937,391.25037907769365,291.3995618000974,223.91644292967936,275.5075119983307,286.5498156778188,290.46473534116996,353.85732072059545
labeled-data/AVI_sub5_8m_spon/img0424.png,406.38321624817416,210.82887250469503,426.0145718856507,311.79013006886004,422.27526604994085,390.31555261876616,284.8557765876052,224.85126938860685,272.70303262154835,296.8329067260208,289.52990888224247,366.01006468665236
labeled-data/AVI_sub5_8m_spon/img0429.png,414.7966543785213,205.21991375113032,446.58075398205466,292.1587744313835,449.38523335883707,371.6190234402171,291.3995618000974,222.0467900118245,274.5726855394032,298.7025596438757,290.46473534116996,359.46627947416016
labeled-data/AVI_sub5_8m_spon/img0431.png,416.66630729637615,214.5681783404048,440.97179522848995,293.09360089031094,436.2976629338527,374.4235028169994,282.9861236697503,223.91644292967936,273.6378590804758,302.4418654795855,284.8557765876052,363.20558530987
labeled-data/AVI_sub5_8m_spon/img0435.png,417.6011337553036,215.5030047993323,447.5155804409821,294.96325380816586,436.2976629338527,374.4235028169994,284.8557765876052,224.85126938860685,274.5726855394032,296.8329067260208,285.7906030465327,361.33593239201514
labeled-data/AVI_sub5_8m_spon/img0438.png,421.3404395910134,222.0467900118245,447.5155804409821,295.89808026709335,437.2324893927801,366.94489114557985,285.7906030465327,222.0467900118245,272.70303262154835,296.8329067260208,284.8557765876052,351.0528413438131
labeled-data/AVI_sub5_8m_spon/img0443.png,420.405613132086,222.98161647075193,449.38523335883707,293.09360089031094,440.0369687695625,366.01006468665236,279.2468178340405,219.2423106350421,271.76820616262086,294.0284273492384,280.181644292968,347.3135355081033
labeled-data/AVI_sub5_8m_spon/img0457.png,421.3404395910134,222.98161647075193,455.9290185713292,281.8756833831815,440.97179522848995,347.3135355081033,281.1164707518954,223.91644292967936,273.6378590804758,291.2239479724561,275.5075119983307,346.3787090491758
labeled-data/AVI_sub5_8m_spon/img0468.png,409.1876956249566,215.5030047993323,452.18971273561937,280.0060304653266,441.9066216874174,337.03044445990133,282.05129721082284,225.78609584753428,271.76820616262086,293.09360089031094,279.2468178340405,346.3787090491758
labeled-data/AVI_sub5_8m_spon/img0476.png,414.7966543785213,211.76369896362246,446.58075398205466,280.9408569242541,431.6235306392154,337.03044445990133,281.1164707518954,226.72092230646172,269.89855324476594,293.09360089031094,293.2692147179523,339.83492383668363
labeled-data/AVI_sub5_8m_spon/img0487.png,418.535960214231,222.0467900118245,448.4504068999095,282.81050984210896,434.4280100159978,336.09561800097384,282.05129721082284,230.46022814217156,273.6378590804758,293.09360089031094,285.7906030465327,340.7697502956111
labeled-data/AVI_sub5_8m_spon/img0503.png,415.7314808374487,219.2423106350421,450.3200598177645,276.2667246296168,426.9493983445781,333.2911386241915,279.2468178340405,232.32988106002648,269.89855324476594,294.0284273492384,285.7906030465327,343.57422967239347
labeled-data/AVI_sub5_8m_spon/img0516.png,416.66630729637615,222.0467900118245,447.5155804409821,277.20155108854425,428.819051262433,325.81252695277186,279.2468178340405,226.72092230646172,270.8333797036934,288.4194685956737,289.52990888224247,337.96527091882876
labeled-data/AVI_sub5_8m_spon/img0523.png,414.7966543785213,213.63335188147738,447.5155804409821,276.2667246296168,428.819051262433,324.8777004938444,279.2468178340405,224.85126938860685,273.6378590804758,292.1587744313835,282.9861236697503,343.57422967239347
labeled-data/AVI_sub5_8m_spon/img0544.png,421.3404395910134,223.91644292967936,448.4504068999095,277.20155108854425,429.75387772136054,330.4866592474091,281.1164707518954,223.91644292967936,274.5726855394032,291.2239479724561,282.05129721082284,348.24836196703075
labeled-data/AVI_sub5_8m_spon/img0550.png,415.7314808374487,222.0467900118245,453.1245391945468,283.74533630103645,439.102142310635,330.4866592474091,282.9861236697503,223.91644292967936,268.9637267858385,293.09360089031094,295.13886763580723,343.57422967239347
labeled-data/AVI_sub5_8m_spon/img0551.png,424.14491896779583,222.98161647075193,455.9290185713292,281.8756833831815,437.2324893927801,333.2911386241915,285.7906030465327,225.78609584753428,271.76820616262086,293.09360089031094,282.9861236697503,340.7697502956111
labeled-data/AVI_sub5_8m_spon/img0555.png,418.535960214231,222.98161647075193,452.18971273561937,281.8756833831815,449.38523335883707,327.6821798706268,287.6602559643876,220.17713709396958,270.8333797036934,284.6801627599639,284.8557765876052,332.35631216526406
labeled-data/AVI_sub5_8m_spon/img0564.png,419.47078667315856,219.2423106350421,446.58075398205466,280.0060304653266,447.5155804409821,322.073221117062,282.05129721082284,220.17713709396958,273.6378590804758,287.48464213674623,281.1164707518954,338.9000973777562
labeled-data/AVI_sub5_8m_spon/img0570.png,419.47078667315856,212.69852542254995,451.25488627669193,280.0060304653266,440.0369687695625,317.39908882242474,282.05129721082284,220.17713709396958,271.76820616262086,290.2891215135286,287.6602559643876,338.9000973777562
labeled-data/AVI_sub5_8m_spon/img0575.png,418.535960214231,210.82887250469503,442.8414481463448,282.81050984210896,417.6011337553036,326.7473534116993,282.05129721082284,222.0467900118245,274.5726855394032,287.48464213674623,284.8557765876052,340.7697502956111
labeled-data/AVI_sub5_8m_spon/img0584.png,418.535960214231,213.63335188147738,441.9066216874174,291.2239479724561,415.7314808374487,343.57422967239347,281.1164707518954,228.59057522431664,271.76820616262086,288.4194685956737,287.6602559643876,346.3787090491758
labeled-data/AVI_sub5_8m_spon/img0590.png,420.405613132086,223.91644292967936,445.6459275231272,292.1587744313835,446.58075398205466,350.1180148848856,278.31199137511305,222.0467900118245,266.15924740905615,290.2891215135286,276.44233845725813,345.4438825902484
labeled-data/AVI_sub5_8m_spon/img0591.png,420.405613132086,229.52540168324413,451.25488627669193,291.2239479724561,453.1245391945468,350.1180148848856,283.92095012867776,221.111963552897,272.70303262154835,293.09360089031094,270.8333797036934,347.3135355081033
labeled-data/AVI_sub5_8m_spon/img0597.png,418.535960214231,229.52540168324413,451.25488627669193,277.20155108854425,456.86384503025664,338.9000973777562,289.52990888224247,222.98161647075193,270.8333797036934,290.2891215135286,275.5075119983307,339.83492383668363
labeled-data/AVI_sub5_8m_spon/img0600.png,411.9921750017389,220.17713709396958,448.4504068999095,271.59259233497954,466.2121096195312,320.20356819920715,284.8557765876052,225.78609584753428,275.5075119983307,302.4418654795855,308.22643806079157,359.46627947416016
labeled-data/AVI_sub5_8m_spon/img0603.png,418.535960214231,221.111963552897,449.38523335883707,259.43984836892264,473.69072129095076,285.6149892188913,293.2692147179523,228.59057522431664,279.2468178340405,315.5294359045699,315.7050497322112,373.488676358072
labeled-data/AVI_sub5_8m_spon/img0607.png,420.405613132086,222.0467900118245,449.38523335883707,246.35227794393825,479.2996800445156,249.15675732072066,285.7906030465327,245.41745148501082,276.44233845725813,319.26874174027967,318.50952910899355,386.5762467830564
labeled-data/AVI_sub5_8m_spon/img0615.png,410.122522083884,228.59057522431664,448.4504068999095,249.15675732072066,489.58277109271756,281.8756833831815,278.31199137511305,257.5701954510677,263.3547680322738,337.96527091882876,311.0309174375739,411.8165611740976
labeled-data/AVI_sub5_8m_spon/img0617.png,409.1876956249566,233.2647075189539,451.25488627669193,236.06918689573627,484.9086387980803,286.5498156778188,276.44233845725813,256.6353689921403,264.2895944912012,337.96527091882876,294.20404117687974,413.6862140919525
labeled-data/AVI_sub5_8m_spon/img0621.png,404.5135633303193,223.91644292967936,456.86384503025664,229.52540168324413,490.517597551645,283.74533630103645,275.5075119983307,247.28710440286574,265.2244209501287,337.03044445990133,295.13886763580723,415.55586700980746
labeled-data/AVI_sub5_8m_spon/img0626.png,397.9697781178271,218.30748417611466,464.3424567016763,219.2423106350421,515.7579119426862,267.8532864992697,271.76820616262086,243.5477985671559,263.3547680322738,337.96527091882876,282.9861236697503,403.4031230437505
labeled-data/AVI_sub5_8m_spon/img0628.png,400.77425749460946,222.0467900118245,473.69072129095076,213.63335188147738,524.1713500730332,257.5701954510677,273.6378590804758,230.46022814217156,262.4199415733463,326.7473534116993,282.05129721082284,385.6414203241289
labeled-data/AVI_sub5_8m_spon/img0632.png,404.5135633303193,222.0467900118245,476.4952006677332,203.3502608332754,544.7375321694373,237.00401335466375,274.5726855394032,235.13436043680883,276.44233845725813,311.79013006886004,306.35678514293664,363.20558530987
labeled-data/AVI_sub5_8m_spon/img0639.png,416.66630729637615,219.2423106350421,471.8210683730959,197.7413020797107,531.6499617444529,251.02641023857552,289.52990888224247,231.395054601099,293.2692147179523,319.26874174027967,343.7498435000348,370.68419698128963
labeled-data/AVI_sub5_8m_spon/img0645.png,415.7314808374487,222.0467900118245,468.08176253738606,194.00199624400085,521.3668706962509,244.48262502608338,286.7254295054601,249.15675732072066,302.61747930722686,340.7697502956111,342.81501704110735,413.6862140919525
labeled-data/AVI_sub5_8m_spon/img0651.png,421.3404395910134,230.46022814217156,462.47280378382135,197.7413020797107,514.8230854837587,249.15675732072066,283.92095012867776,259.43984836892264,310.09609097864643,355.7269736384504,368.990157891076,434.2523961883565
labeled-data/AVI_sub5_8m_spon/img0653.png,418.535960214231,231.395054601099,458.7334979481115,200.54578145649305,504.5399944355568,251.02641023857552,287.6602559643876,264.1139806635599,315.7050497322112,358.5314530152327,374.59911664464073,440.7961814008487
labeled-data/AVI_sub5_8m_spon/img0656.png,426.0145718856507,224.85126938860685,458.7334979481115,198.67612853863812,508.27930027126655,242.61297210822846,289.52990888224247,272.527418793907,323.1836614036308,364.14041176879743,370.85981080893094,447.33996661334083
labeled-data/AVI_sub5_8m_spon/img0659.png,432.55835709814284,228.59057522431664,461.5379773248939,199.61095499756556,503.6051679766293,252.89606315643044,290.46473534116996,276.2667246296168,324.11848786255825,369.74937052236214,368.0553314321486,452.94892536690554
labeled-data/AVI_sub5_8m_spon/img0663.png,432.55835709814284,225.78609584753428,457.7986714891841,194.00199624400085,494.2569033873547,247.28710440286574,291.3995618000974,277.20155108854425,317.57470265006606,380.96728802949167,358.70706684287404,461.36236349725266
labeled-data/AVI_sub5_8m_spon/img0668.png,438.16731585170754,215.5030047993323,456.86384503025664,193.06716978507342,509.214126730194,245.41745148501082,297.0085205536621,274.3970717117619,323.1836614036308,394.98968491340344,355.9025874660917,468.8409751686723
labeled-data/AVI_sub5_8m_spon/img0672.png,420.405613132086,222.98161647075193,461.5379773248939,198.67612853863812,501.7355150587744,255.7005425332128,316.6398761911386,274.3970717117619,311.0309174375739,391.25037907769365,328.79262015719553,476.3195868400919
labeled-data/AVI_sub5_8m_spon/img0677.png,428.819051262433,209.8940460457676,466.2121096195312,193.06716978507342,504.5399944355568,251.02641023857552,317.57470265006606,285.6149892188913,318.50952910899355,396.85933783125836,325.9881407804132,472.5802810043821
labeled-data/AVI_sub5_8m_spon/img0687.png,426.9493983445781,219.2423106350421,464.3424567016763,190.26269040829106,501.7355150587744,249.15675732072066,312.90057035542884,275.3318981706893,317.57470265006606,393.1200319955485,315.7050497322112,475.3847603811645
labeled-data/AVI_sub5_8m_spon/img0690.png,424.14491896779583,218.30748417611466,462.47280378382135,194.00199624400085,508.27930027126655,251.02641023857552,315.7050497322112,277.20155108854425,311.96574389650135,377.2279821937818,320.37918202684847,476.3195868400919
labeled-data/AVI_sub5_8m_spon/img0698.png,420.405613132086,219.2423106350421,461.5379773248939,204.28508729220283,498.931035681992,249.15675732072066,307.2916116018641,264.1139806635599,263.3547680322738,350.1180148848856,287.6602559643876,418.36034638658975
labeled-data/AVI_sub5_8m_spon/img0701.png,417.6011337553036,218.30748417611466,457.7986714891841,198.67612853863812,500.800688599847,251.02641023857552,301.68265284829937,260.3746748278501,244.6582388537247,330.4866592474091,255.87615636085417,402.46829658482307
labeled-data/AVI_sub5_8m_spon/img0709.png,415.7314808374487,222.98161647075193,460.6031508659665,199.61095499756556,500.800688599847,252.89606315643044,299.81299993044445,255.7005425332128,253.07167698407181,317.39908882242474,248.39754468943454,385.6414203241289
labeled-data/AVI_sub5_8m_spon/img0710.png,420.405613132086,231.395054601099,460.6031508659665,202.41543437434797,500.800688599847,251.961236697503,297.0085205536621,259.43984836892264,258.6806357376365,318.33391528135223,244.6582388537247,384.70659386520146
labeled-data/AVI_sub5_8m_spon/img0714.png,420.405613132086,226.72092230646172,458.7334979481115,198.67612853863812,492.38725046949986,254.76571607428536,283.92095012867776,261.30950128677756,261.4851151144189,299.63738610280313,247.4627182305071,360.40110593308765
