scorer,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI,sub6_3m_spon_AVI
labeled-data/sub6_3m_spon_AVI/img0651.png,398.90460457675454,219.2423106350421,431.6235306392154,312.72495652778747,439.102142310635,374.4235028169994,239.98410655908748,221.111963552897,210.06965987340897,291.2239479724561,195.1124365305697,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img0666.png,397.9697781178271,225.78609584753428,426.9493983445781,311.79013006886004,434.4280100159978,374.4235028169994,238.11445364123256,226.72092230646172,211.0044863323364,294.0284273492384,193.2427836127148,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img0668.png,397.0349516588996,222.98161647075193,427.88422480350556,312.72495652778747,437.2324893927801,374.4235028169994,239.98410655908748,220.17713709396958,212.87413925019132,291.2239479724561,189.50347777700495,364.14041176879743
labeled-data/sub6_3m_spon_AVI/img0676.png,399.83943103568197,222.98161647075193,428.819051262433,314.5946094456424,430.68870418028797,375.3583292759269,240.9189330180149,222.0467900118245,209.13483341448148,293.09360089031094,187.63382485915008,360.40110593308765
labeled-data/sub6_3m_spon_AVI/img0684.png,395.1652987410447,223.91644292967936,425.07974542672326,317.39908882242474,434.4280100159978,376.2931557348544,238.11445364123256,222.0467900118245,209.13483341448148,290.2891215135286,189.50347777700495,357.5966265563053
labeled-data/sub6_3m_spon_AVI/img0688.png,398.90460457675454,222.0467900118245,426.0145718856507,315.5294359045699,432.55835709814284,373.488676358072,243.72341239479726,223.91644292967936,211.93931279126383,292.1587744313835,189.50347777700495,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img0713.png,397.9697781178271,222.98161647075193,425.07974542672326,316.4642623634973,434.4280100159978,374.4235028169994,237.17962718230507,224.85126938860685,212.87413925019132,291.2239479724561,180.15521318773045,366.94489114557985
labeled-data/sub6_3m_spon_AVI/img0720.png,396.1001251999722,221.111963552897,424.14491896779583,311.79013006886004,432.55835709814284,374.4235028169994,239.98410655908748,220.17713709396958,212.87413925019132,296.8329067260208,192.3079571537873,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img0729.png,397.0349516588996,222.98161647075193,427.88422480350556,311.79013006886004,432.55835709814284,374.4235028169994,240.9189330180149,221.111963552897,209.13483341448148,294.0284273492384,193.2427836127148,363.20558530987
labeled-data/sub6_3m_spon_AVI/img0744.png,399.83943103568197,225.78609584753428,428.819051262433,315.5294359045699,434.4280100159978,380.0324615705642,244.6582388537247,222.0467900118245,211.0044863323364,292.1587744313835,196.04726298949714,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img0783.png,398.90460457675454,222.0467900118245,428.819051262433,314.5946094456424,432.55835709814284,376.2931557348544,245.5930653126522,221.111963552897,211.93931279126383,291.2239479724561,193.2427836127148,366.94489114557985
labeled-data/sub6_3m_spon_AVI/img0790.png,404.5135633303193,226.72092230646172,426.9493983445781,314.5946094456424,432.55835709814284,376.2931557348544,241.85375947694234,223.91644292967936,213.80896570911875,288.4194685956737,187.63382485915008,363.20558530987
labeled-data/sub6_3m_spon_AVI/img0796.png,400.77425749460946,221.111963552897,426.0145718856507,319.26874174027967,431.6235306392154,376.2931557348544,240.9189330180149,224.85126938860685,216.6134450859011,291.2239479724561,198.8517423662795,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img0825.png,401.7090839535369,219.2423106350421,424.14491896779583,317.39908882242474,436.2976629338527,379.0976351116367,243.72341239479726,222.98161647075193,214.74379216804618,292.1587744313835,191.37313069485987,364.14041176879743
labeled-data/sub6_3m_spon_AVI/img0829.png,399.83943103568197,220.17713709396958,426.0145718856507,315.5294359045699,434.4280100159978,377.2279821937818,248.39754468943454,228.59057522431664,213.80896570911875,294.0284273492384,191.37313069485987,360.40110593308765
labeled-data/sub6_3m_spon_AVI/img0836.png,406.38321624817416,218.30748417611466,426.9493983445781,312.72495652778747,432.55835709814284,376.2931557348544,245.5930653126522,230.46022814217156,213.80896570911875,291.2239479724561,189.50347777700495,365.0752382277249
labeled-data/sub6_3m_spon_AVI/img0849.png,400.77425749460946,220.17713709396958,427.88422480350556,312.72495652778747,431.6235306392154,376.2931557348544,242.78858593586983,223.91644292967936,213.80896570911875,288.4194685956737,196.98208944842457,365.0752382277249
labeled-data/sub6_3m_spon_AVI/img0891.png,398.90460457675454,218.30748417611466,429.75387772136054,314.5946094456424,436.2976629338527,380.0324615705642,242.78858593586983,226.72092230646172,213.80896570911875,291.2239479724561,196.04726298949714,360.40110593308765
labeled-data/sub6_3m_spon_AVI/img0907.png,404.5135633303193,221.111963552897,428.819051262433,314.5946094456424,439.102142310635,382.83694094734653,248.39754468943454,219.2423106350421,211.0044863323364,288.4194685956737,192.3079571537873,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img0917.png,400.77425749460946,214.5681783404048,426.9493983445781,309.9204771510051,439.102142310635,379.0976351116367,242.78858593586983,223.91644292967936,214.74379216804618,288.4194685956737,191.37313069485987,364.14041176879743
labeled-data/sub6_3m_spon_AVI/img0930.png,397.0349516588996,218.30748417611466,429.75387772136054,316.4642623634973,438.16731585170754,387.5110732419838,245.5930653126522,226.72092230646172,214.74379216804618,290.2891215135286,187.63382485915008,368.8145440634347
labeled-data/sub6_3m_spon_AVI/img0937.png,396.1001251999722,222.98161647075193,429.75387772136054,314.5946094456424,438.16731585170754,384.70659386520146,244.6582388537247,223.91644292967936,214.74379216804618,292.1587744313835,192.3079571537873,366.94489114557985
labeled-data/sub6_3m_spon_AVI/img0946.png,396.1001251999722,216.43783125825973,428.819051262433,317.39908882242474,437.2324893927801,379.0976351116367,244.6582388537247,224.85126938860685,211.0044863323364,290.2891215135286,195.1124365305697,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img0953.png,397.0349516588996,222.98161647075193,427.88422480350556,316.4642623634973,437.2324893927801,380.0324615705642,245.5930653126522,222.98161647075193,213.80896570911875,291.2239479724561,192.3079571537873,360.40110593308765
labeled-data/sub6_3m_spon_AVI/img0962.png,401.7090839535369,219.2423106350421,426.9493983445781,315.5294359045699,438.16731585170754,380.0324615705642,251.2020240662169,222.98161647075193,216.6134450859011,297.7677331849482,195.1124365305697,360.40110593308765
labeled-data/sub6_3m_spon_AVI/img0981.png,401.7090839535369,222.98161647075193,429.75387772136054,309.9204771510051,440.0369687695625,380.0324615705642,247.4627182305071,223.91644292967936,214.74379216804618,286.5498156778188,193.2427836127148,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img0999.png,400.77425749460946,215.5030047993323,428.819051262433,314.5946094456424,438.16731585170754,380.96728802949167,245.5930653126522,224.85126938860685,214.74379216804618,293.09360089031094,187.63382485915008,363.20558530987
labeled-data/sub6_3m_spon_AVI/img1004.png,398.90460457675454,218.30748417611466,426.9493983445781,315.5294359045699,444.7111010641998,384.70659386520146,247.4627182305071,222.98161647075193,211.93931279126383,293.09360089031094,192.3079571537873,364.14041176879743
labeled-data/sub6_3m_spon_AVI/img1012.png,397.9697781178271,221.111963552897,428.819051262433,317.39908882242474,435.36283647492525,380.96728802949167,244.6582388537247,223.91644292967936,212.87413925019132,288.4194685956737,191.37313069485987,361.33593239201514
labeled-data/sub6_3m_spon_AVI/img1024.png,399.83943103568197,222.98161647075193,431.6235306392154,312.72495652778747,437.2324893927801,382.83694094734653,245.5930653126522,222.98161647075193,213.80896570911875,292.1587744313835,193.2427836127148,361.33593239201514
labeled-data/sub6_3m_spon_AVI/img1044.png,398.90460457675454,219.2423106350421,426.9493983445781,314.5946094456424,438.16731585170754,382.83694094734653,245.5930653126522,224.85126938860685,211.93931279126383,290.2891215135286,193.2427836127148,369.74937052236214
labeled-data/sub6_3m_spon_AVI/img1057.png,398.90460457675454,222.0467900118245,426.9493983445781,316.4642623634973,438.16731585170754,380.96728802949167,244.6582388537247,222.0467900118245,214.74379216804618,296.8329067260208,192.3079571537873,360.40110593308765
labeled-data/sub6_3m_spon_AVI/img1077.png,401.7090839535369,220.17713709396958,429.75387772136054,312.72495652778747,438.16731585170754,382.83694094734653,244.6582388537247,223.91644292967936,213.80896570911875,291.2239479724561,190.43830423593243,363.20558530987
labeled-data/sub6_3m_spon_AVI/img1089.png,400.77425749460946,221.111963552897,430.68870418028797,317.39908882242474,440.0369687695625,385.6414203241289,247.4627182305071,222.98161647075193,213.80896570911875,293.09360089031094,196.98208944842457,357.5966265563053
labeled-data/sub6_3m_spon_AVI/img1139.png,398.90460457675454,219.2423106350421,435.36283647492525,314.5946094456424,436.2976629338527,384.70659386520146,247.4627182305071,222.98161647075193,214.74379216804618,292.1587744313835,196.04726298949714,365.0752382277249
labeled-data/sub6_3m_spon_AVI/img1189.png,400.77425749460946,221.111963552897,427.88422480350556,313.65978298671496,439.102142310635,382.83694094734653,250.26719760728946,221.111963552897,211.93931279126383,293.09360089031094,193.2427836127148,364.14041176879743
labeled-data/sub6_3m_spon_AVI/img1208.png,401.7090839535369,224.85126938860685,426.0145718856507,320.20356819920715,439.102142310635,380.96728802949167,249.33237114836197,226.72092230646172,217.5482715448286,293.09360089031094,191.37313069485987,361.33593239201514
labeled-data/sub6_3m_spon_AVI/img1234.png,399.83943103568197,222.0467900118245,426.0145718856507,314.5946094456424,437.2324893927801,384.70659386520146,245.5930653126522,223.91644292967936,216.6134450859011,291.2239479724561,195.1124365305697,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img1242.png,400.77425749460946,220.17713709396958,428.819051262433,317.39908882242474,438.16731585170754,382.83694094734653,241.85375947694234,221.111963552897,214.74379216804618,291.2239479724561,192.3079571537873,357.5966265563053
labeled-data/sub6_3m_spon_AVI/img1251.png,401.7090839535369,218.30748417611466,429.75387772136054,315.5294359045699,440.97179522848995,385.6414203241289,248.39754468943454,229.52540168324413,212.87413925019132,294.0284273492384,193.2427836127148,361.33593239201514
labeled-data/sub6_3m_spon_AVI/img1261.png,401.7090839535369,223.91644292967936,426.0145718856507,319.26874174027967,440.0369687695625,380.96728802949167,247.4627182305071,222.0467900118245,213.80896570911875,291.2239479724561,195.1124365305697,365.0752382277249
labeled-data/sub6_3m_spon_AVI/img1268.png,400.77425749460946,224.85126938860685,424.14491896779583,316.4642623634973,442.8414481463448,385.6414203241289,245.5930653126522,223.91644292967936,211.0044863323364,294.0284273492384,195.1124365305697,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img1280.png,397.0349516588996,226.72092230646172,426.0145718856507,320.20356819920715,439.102142310635,380.96728802949167,241.85375947694234,223.91644292967936,210.06965987340897,293.09360089031094,193.2427836127148,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img1287.png,397.9697781178271,219.2423106350421,428.819051262433,318.33391528135223,439.102142310635,380.0324615705642,247.4627182305071,222.98161647075193,211.0044863323364,292.1587744313835,192.3079571537873,361.33593239201514
labeled-data/sub6_3m_spon_AVI/img1296.png,395.1652987410447,222.0467900118245,426.9493983445781,323.0080475759895,436.2976629338527,382.83694094734653,241.85375947694234,226.72092230646172,208.20000695555404,287.48464213674623,191.37313069485987,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img1307.png,398.90460457675454,226.72092230646172,426.9493983445781,320.20356819920715,440.0369687695625,380.96728802949167,239.98410655908748,223.91644292967936,207.26518049662656,292.1587744313835,191.37313069485987,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img1323.png,389.55633998748,222.98161647075193,427.88422480350556,325.81252695277186,440.0369687695625,381.9021144884191,234.37514780552272,226.72092230646172,206.33035403769912,294.96325380816586,193.2427836127148,355.7269736384504
labeled-data/sub6_3m_spon_AVI/img1344.png,394.23047228211726,219.2423106350421,427.88422480350556,319.26874174027967,444.7111010641998,380.96728802949167,238.11445364123256,222.0467900118245,208.20000695555404,294.96325380816586,190.43830423593243,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img1351.png,391.4259929053349,222.0467900118245,427.88422480350556,311.79013006886004,440.97179522848995,380.96728802949167,240.9189330180149,223.91644292967936,206.33035403769912,295.89808026709335,191.37313069485987,358.5314530152327
labeled-data/sub6_3m_spon_AVI/img1359.png,393.29564582318983,219.2423106350421,427.88422480350556,315.5294359045699,435.36283647492525,380.0324615705642,238.11445364123256,224.85126938860685,209.13483341448148,294.0284273492384,193.2427836127148,363.20558530987
labeled-data/sub6_3m_spon_AVI/img1363.png,395.1652987410447,229.52540168324413,426.0145718856507,318.33391528135223,440.0369687695625,381.9021144884191,238.11445364123256,222.98161647075193,207.26518049662656,294.0284273492384,192.3079571537873,361.33593239201514
labeled-data/sub6_3m_spon_AVI/img1365.png,390.4911664464075,231.395054601099,426.0145718856507,318.33391528135223,436.2976629338527,382.83694094734653,239.98410655908748,222.0467900118245,208.20000695555404,294.0284273492384,195.1124365305697,363.20558530987
labeled-data/sub6_3m_spon_AVI/img1382.png,395.1652987410447,222.98161647075193,426.9493983445781,316.4642623634973,438.16731585170754,381.9021144884191,243.72341239479726,222.0467900118245,214.74379216804618,293.09360089031094,192.3079571537873,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img1384.png,398.90460457675454,225.78609584753428,428.819051262433,318.33391528135223,441.9066216874174,381.9021144884191,243.72341239479726,219.2423106350421,211.93931279126383,292.1587744313835,193.2427836127148,360.40110593308765
labeled-data/sub6_3m_spon_AVI/img1401.png,397.9697781178271,222.98161647075193,427.88422480350556,321.1383946581346,442.8414481463448,383.77176740627397,242.78858593586983,218.30748417611466,209.13483341448148,291.2239479724561,198.8517423662795,361.33593239201514
labeled-data/sub6_3m_spon_AVI/img1439.png,399.83943103568197,221.111963552897,427.88422480350556,319.26874174027967,443.77627460527225,384.70659386520146,243.72341239479726,217.37265771718722,212.87413925019132,289.35429505460115,191.37313069485987,362.27075885094257
labeled-data/sub6_3m_spon_AVI/img1451.png,403.57873687139175,227.6557487653892,428.819051262433,316.4642623634973,440.97179522848995,378.16280865270926,243.72341239479726,216.43783125825973,209.13483341448148,291.2239479724561,193.2427836127148,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img1454.png,401.7090839535369,221.111963552897,426.0145718856507,314.5946094456424,443.77627460527225,383.77176740627397,247.4627182305071,218.30748417611466,211.93931279126383,289.35429505460115,196.98208944842457,366.01006468665236
labeled-data/sub6_3m_spon_AVI/img1480.png,396.1001251999722,225.78609584753428,424.14491896779583,319.26874174027967,443.77627460527225,381.9021144884191,245.5930653126522,214.5681783404048,212.87413925019132,292.1587744313835,194.17761007164222,362.27075885094257
labeled-data/sub6_3m_spon_AVI/img1505.png,398.90460457675454,233.2647075189539,427.88422480350556,323.0080475759895,438.16731585170754,380.96728802949167,239.98410655908748,216.43783125825973,211.0044863323364,292.1587744313835,189.50347777700495,362.27075885094257
labeled-data/sub6_3m_spon_AVI/img1514.png,397.0349516588996,221.111963552897,426.0145718856507,320.20356819920715,440.97179522848995,384.70659386520146,246.52789177157962,222.98161647075193,212.87413925019132,289.35429505460115,190.43830423593243,362.27075885094257
labeled-data/sub6_3m_spon_AVI/img1520.png,397.0349516588996,221.111963552897,424.14491896779583,319.26874174027967,435.36283647492525,382.83694094734653,241.85375947694234,222.98161647075193,210.06965987340897,290.2891215135286,195.1124365305697,363.20558530987
labeled-data/sub6_3m_spon_AVI/img1524.png,397.0349516588996,222.98161647075193,424.14491896779583,317.39908882242474,435.36283647492525,382.83694094734653,239.04928010016,219.2423106350421,210.06965987340897,293.09360089031094,194.17761007164222,359.46627947416016
labeled-data/sub6_3m_spon_AVI/img1550.png,396.1001251999722,233.2647075189539,427.88422480350556,321.1383946581346,440.97179522848995,380.0324615705642,240.9189330180149,220.17713709396958,211.93931279126383,296.8329067260208,191.37313069485987,364.14041176879743
